index,items
598,"['whole milk', 'beef', 'citrus fruit', 'newspapers', 'bottled water']"
599,"['white bread', 'frozen vegetables']"
600,"['other vegetables', 'sliced cheese']"
601,"['whole milk', 'root vegetables', 'canned vegetables']"
602,"['beef', 'house keeping products']"
603,"['frozen vegetables', 'whole milk']"
604,"['pork', 'packaged fruit/vegetables', 'chocolate']"
605,"['curd', 'spices']"
606,"['bottled water', 'tropical fruit']"
607,"['root vegetables', 'brown bread']"
608,"['rolls/buns', 'other vegetables']"
609,"['coffee', 'domestic eggs']"
610,"['frankfurter', 'frozen vegetables']"
611,"['bottled beer', 'whole milk', 'UHT-milk', 'chocolate']"
612,"['sweet spreads', 'herbs', 'long life bakery product']"
613,"['soda', 'detergent']"
614,"['soda', 'margarine']"
615,"['liquor', 'bottled water']"
616,"['napkins', 'cleaner']"
617,"['other vegetables', 'rolls/buns']"
618,"['napkins', 'napkins']"
619,"['cake bar', 'bottled beer']"
620,"['waffles', 'whole milk', 'other vegetables', 'white bread']"
621,"['finished products', 'newspapers', 'whipped/sour cream']"
622,"['chicken', 'pip fruit']"
623,"['chocolate', 'shopping bags']"
624,"['citrus fruit', 'whipped/sour cream']"
625,"['whole milk', 'turkey', 'pork', 'dog food', 'rolls/buns', 'soda', 'bottled water', 'bottled water']"
626,"['pip fruit', 'whipped/sour cream']"
627,"['whole milk', 'sparkling wine']"
628,"['whole milk', 'canned beer']"
629,"['soda', 'whipped/sour cream']"
630,"['other vegetables', 'soda']"
631,"['brown bread', 'pasta']"
632,"['bottled water', 'onions']"
633,"['specialty chocolate', 'beverages']"
634,"['bottled beer', 'fruit/vegetable juice', 'rolls/buns']"
635,"['specialty bar', 'newspapers']"
636,"['rolls/buns', 'margarine']"
637,"['hard cheese', 'rolls/buns']"
638,"['rolls/buns', 'soft cheese', 'fruit/vegetable juice']"
639,"['baking powder', 'pickled vegetables']"
640,"['pip fruit', 'whipped/sour cream']"
641,"['citrus fruit', 'syrup']"
642,"['root vegetables', 'cling film/bags']"
643,"['hamburger meat', 'other vegetables']"
644,"['whole milk', 'citrus fruit', 'shopping bags', 'white wine', 'soda', 'yogurt']"
645,"['pasta', 'oil']"
646,"['citrus fruit', 'brown bread', 'specialty chocolate']"
647,"['bottled water', 'yogurt', 'beef', 'berries', 'chocolate', 'butter']"
648,"['hard cheese', 'sugar', 'bottled water']"
649,"['soda', 'whole milk']"
650,"['tropical fruit', 'other vegetables']"
651,"['pastry', 'other vegetables']"
652,"['frozen potato products', 'domestic eggs', 'curd cheese']"
653,"['whole milk', 'tropical fruit']"
654,"['rolls/buns', 'canned beer', 'brown bread', 'dessert']"
655,"['tropical fruit', 'shopping bags']"
656,"['bottled water', 'chocolate', 'jam']"
657,"['other vegetables', 'ice cream', 'pork', 'salt']"
658,"['oil', 'coffee']"
659,"['cereals', 'soda']"
660,"['chicken', 'frozen meals', 'napkins']"
661,"['frozen potato products', 'whole milk']"
662,"['citrus fruit', 'white bread']"
663,"['bottled beer', 'oil', 'whole milk', 'dishes']"
664,"['sausage', 'root vegetables']"
665,"['white bread', 'mayonnaise']"
666,"['ice cream', 'hamburger meat', 'shopping bags', 'whole milk', 'soft cheese']"
667,"['candy', 'baking powder', 'canned fish']"
668,"['butter', 'mustard']"
669,"['beef', 'butter milk']"
670,"['hamburger meat', 'pip fruit']"
671,"['rolls/buns', 'red/blush wine']"
672,"['sausage', 'domestic eggs']"
673,"['sausage', 'bottled beer', 'dessert', 'butter', 'cream cheese ', 'other vegetables', 'canned beer', 'brown bread']"
674,"['root vegetables', 'ham', 'butter', 'brown bread', 'pastry', 'spread cheese']"
675,"['root vegetables', 'sweet spreads']"
676,"['beef', 'whole milk', 'newspapers']"
677,"['beef', 'whole milk', 'frozen meals']"
678,"['pip fruit', 'specialty bar', 'chocolate']"
679,"['frankfurter', 'canned beer']"
680,"['ice cream', 'chewing gum']"
681,"['soda', 'butter']"
682,"['soda', 'detergent']"
683,"['white bread', 'domestic eggs']"
684,"['other vegetables', 'whole milk', 'canned fruit']"
685,"['soda', 'soda']"
686,"['citrus fruit', 'domestic eggs']"
687,"['other vegetables', 'onions', 'shopping bags']"
688,"['butter milk', 'cleaner', 'bottled water']"
689,"['whole milk', 'rolls/buns', 'soda']"
690,"['other vegetables', 'bottled beer']"
691,"['bottled beer', 'sliced cheese']"
692,"['tropical fruit', 'dessert']"
693,"['whipped/sour cream', 'specialty chocolate']"
694,"['root vegetables', 'root vegetables']"
695,"['pip fruit', 'rolls/buns', 'soda']"
696,"['bottled water', 'soda']"
697,"['hamburger meat', 'bottled beer']"
698,"['other vegetables', 'meat spreads']"
699,"['canned beer', 'root vegetables']"
700,"['sparkling wine', 'waffles']"
701,"['hamburger meat', 'citrus fruit', 'specialty chocolate', 'other vegetables']"
702,"['berries', 'white bread']"
703,"['butter', 'seasonal products', 'fruit/vegetable juice']"
704,"['brown bread', 'pastry']"
705,"['citrus fruit', 'root vegetables']"
706,"['soda', 'shopping bags']"
707,"['butter', 'coffee', 'soda', 'pastry']"
708,"['whole milk', 'bottled water', 'honey']"
709,"['pip fruit', 'napkins']"
710,"['finished products', 'liquor']"
711,"['butter', 'shopping bags']"
712,"['whole milk', 'soft cheese']"
713,"['domestic eggs', 'newspapers']"
714,"['pip fruit', 'shopping bags']"
715,"['mayonnaise', 'candy', 'rolls/buns', 'bottled beer']"
716,"['whole milk', 'brown bread']"
717,"['beef', 'whipped/sour cream']"
718,"['sausage', 'chocolate']"
719,"['pip fruit', 'waffles']"
720,"['root vegetables', 'citrus fruit', 'root vegetables', 'misc. beverages', 'sliced cheese', 'packaged fruit/vegetables', 'yogurt', 'whipped/sour cream']"
721,"['citrus fruit', 'yogurt']"
722,"['citrus fruit', 'napkins']"
723,"['frozen fish', 'specialty chocolate']"
724,"['other vegetables', 'specialty chocolate', 'newspapers']"
725,"['beverages', 'sausage']"
726,"['sugar', 'canned vegetables', 'flour', 'bottled water', 'salty snack']"
727,"['rolls/buns', 'whole milk', 'white bread', 'popcorn']"
728,"['grapes', 'rolls/buns']"
729,"['citrus fruit', 'root vegetables']"
730,"['candy', 'dessert', 'rolls/buns', 'canned fish']"
731,"['brown bread', 'detergent']"
732,"['candles', 'whole milk']"
733,"['misc. beverages', 'coffee']"
734,"['coffee', 'oil']"
735,"['yogurt', 'rolls/buns']"
736,"['soda', 'curd cheese', 'root vegetables', 'semi-finished bread']"
737,"['yogurt', 'roll products ']"
738,"['grapes', 'chicken', 'bottled beer', 'root vegetables']"
739,"['softener', 'chocolate']"
740,"['soda', 'beverages']"
741,"['root vegetables', 'yogurt']"
742,"['rolls/buns', 'pastry']"
743,"['sliced cheese', 'pip fruit']"
744,"['whole milk', 'waffles']"
745,"['white bread', 'bottled water', 'ready soups', 'curd']"
746,"['yogurt', 'whole milk', 'yogurt', 'chewing gum']"
747,"['whole milk', 'oil']"
748,"['sausage', 'cat food']"
749,"['tropical fruit', 'hygiene articles', 'candles']"
750,"['pastry', 'sausage', 'soda', 'rolls/buns', 'sugar', 'soda', 'other vegetables', 'whole milk', 'softener']"
751,"['whole milk', 'yogurt', 'semi-finished bread']"
752,"['frankfurter', 'whole milk']"
753,"['ham', 'pickled vegetables', 'shopping bags']"
754,"['soft cheese', 'bottled water']"
755,"['tropical fruit', 'butter milk']"
756,"['rolls/buns', 'frozen meals']"
757,"['shopping bags', 'misc. beverages']"
758,"['pork', 'beef', 'yogurt']"
759,"['sausage', 'dessert']"
760,"['yogurt', 'shopping bags']"
761,"['fruit/vegetable juice', 'long life bakery product', 'specialty cheese']"
762,"['ham', 'brown bread']"
763,"['butter', 'margarine']"
764,"['frankfurter', 'butter', 'specialty bar', 'yogurt']"
765,"['finished products', 'domestic eggs']"
766,"['specialty bar', 'whole milk']"
767,"['UHT-milk', 'other vegetables']"
768,"['rolls/buns', 'tropical fruit', 'salty snack', 'specialty bar']"
769,"['tropical fruit', 'salt']"
770,"['tropical fruit', 'cat food']"
771,"['beef', 'domestic eggs']"
772,"['root vegetables', 'other vegetables']"
773,"['chicken', 'beef', 'pork', 'beef', 'newspapers', 'dessert', 'margarine', 'brown bread', 'newspapers']"
774,"['domestic eggs', 'fruit/vegetable juice']"
775,"['citrus fruit', 'bottled beer']"
776,"['syrup', 'waffles']"
777,"['meat', 'chicken', 'yogurt', 'pip fruit']"
778,"['pip fruit', 'other vegetables', 'semi-finished bread', 'sliced cheese']"
779,"['sauces', 'yogurt']"
780,"['grapes', 'root vegetables', 'shopping bags']"
781,"['turkey', 'onions']"
782,"['citrus fruit', 'long life bakery product']"
783,"['canned beer', 'brown bread']"
784,"['whole milk', 'soda', 'root vegetables', 'pastry', 'specialty fat', 'bottled water', 'napkins', 'tropical fruit']"
785,"['citrus fruit', 'grapes', 'bottled water']"
786,"['whole milk', 'dog food', 'pastry']"
787,"['whole milk', 'sugar']"
788,"['whole milk', 'sausage', 'yogurt', 'whole milk', 'butter']"
789,"['pork', 'frozen meals']"
790,"['citrus fruit', 'citrus fruit']"
791,"['other vegetables', 'fruit/vegetable juice']"
792,"['tropical fruit', 'rolls/buns', 'frozen fish']"
793,"['meat', 'cling film/bags', 'curd']"
794,"['tropical fruit', 'meat', 'whole milk', 'candles']"
795,"['canned beer', 'brown bread']"
796,"['red/blush wine', 'instant coffee']"
797,"['canned beer', 'margarine', 'chocolate']"
798,"['pastry', 'waffles']"
799,"['rolls/buns', 'specialty chocolate', 'napkins', 'onions', 'rice', 'rolls/buns', 'butter milk', 'dental care']"
800,"['sausage', 'pasta']"
801,"['frankfurter', 'ice cream']"
802,"['sugar', 'bottled water']"
803,"['canned beer', 'coffee']"
804,"['condensed milk', 'onions']"
805,"['citrus fruit', 'butter', 'UHT-milk']"
806,"['citrus fruit', 'semi-finished bread', 'yogurt']"
807,"['packaged fruit/vegetables', 'flour']"
808,"['ham', 'rum']"
809,"['sausage', 'specialty chocolate']"
810,"['UHT-milk', 'cooking chocolate']"
811,"['pastry', 'rolls/buns']"
812,"['whole milk', 'curd']"
813,"['white bread', 'jam']"
814,"['photo/film', 'brown bread']"
815,"['shopping bags', 'whole milk', 'whole milk', 'whole milk', 'detergent', 'flour']"
816,"['dessert', 'sliced cheese', 'bottled beer', 'other vegetables']"
817,"['butter milk', 'soda', 'seasonal products']"
818,"['beef', 'citrus fruit', 'specialty bar', 'white bread', 'soda', 'vinegar', 'long life bakery product', 'domestic eggs']"
819,"['hard cheese', 'pastry']"
820,"['yogurt', 'whipped/sour cream']"
821,"['photo/film', 'beverages', 'bottled beer']"
822,"['beef', 'white bread', 'frozen potato products']"
823,"['ham', 'whipped/sour cream', 'newspapers']"
824,"['mustard', 'brown bread']"
825,"['whole milk', 'other vegetables']"
826,"['canned beer', 'sliced cheese']"
827,"['soda', 'canned beer']"
828,"['ham', 'domestic eggs']"
829,"['frankfurter', 'pastry', 'misc. beverages']"
830,"['soda', 'butter milk', 'soda']"
831,"['sausage', 'root vegetables']"
832,"['white wine', 'photo/film', 'whipped/sour cream']"
833,"['hard cheese', 'soda']"
834,"['ice cream', 'onions']"
835,"['pork', 'sliced cheese', 'flour']"
836,"['grapes', 'detergent']"
837,"['yogurt', 'margarine']"
838,"['butter', 'grapes', 'bottled water']"
839,"['pasta', 'canned beer']"
840,"['rolls/buns', 'bottled beer']"
841,"['UHT-milk', 'curd']"
842,"['whipped/sour cream', 'shopping bags']"
843,"['butter milk', 'other vegetables']"
844,"['rolls/buns', 'whipped/sour cream', 'waffles', 'rolls/buns', 'margarine', 'soda', 'salty snack', 'soda', 'canned beer']"
845,"['other vegetables', 'rolls/buns']"
846,"['chicken', 'whole milk']"
847,"['curd', 'pastry']"
848,"['yogurt', 'shopping bags', 'coffee']"
849,"['root vegetables', 'margarine', 'bottled water']"
850,"['salty snack', 'root vegetables']"
851,"['sausage', 'sausage', 'bottled beer', 'spread cheese']"
852,"['bottled water', 'soda']"
853,"['condensed milk', 'other vegetables']"
854,"['dog food', 'processed cheese']"
855,"['canned beer', 'bottled beer']"
856,"['other vegetables', 'curd', 'abrasive cleaner']"
857,"['butter', 'roll products ']"
858,"['shopping bags', 'waffles']"
859,"['whole milk', 'cling film/bags']"
860,"['newspapers', 'pip fruit', 'dishes']"
861,"['rolls/buns', 'hard cheese']"
862,"['ham', 'whole milk', 'other vegetables', 'soda', 'white bread', 'tropical fruit', 'sugar']"
863,"['citrus fruit', 'other vegetables']"
864,"['beverages', 'sugar']"
865,"['cleaner', 'misc. beverages']"
866,"['pork', 'other vegetables', 'cream cheese ']"
867,"['butter milk', 'hard cheese']"
868,"['frankfurter', 'margarine']"
869,"['whipped/sour cream', 'yogurt']"
870,"['roll products ', 'waffles']"
871,"['meat', 'soda']"
872,"['sausage', 'processed cheese']"
873,"['condensed milk', 'whole milk']"
874,"['finished products', 'yogurt', 'bottled beer', 'bottled water']"
875,"['brown bread', 'tropical fruit']"
876,"['frozen vegetables', 'sausage', 'whole milk', 'frozen vegetables', 'rolls/buns', 'other vegetables', 'oil', 'frozen fish', 'baking powder']"
877,"['onions', 'hard cheese']"
878,"['soda', 'shopping bags']"
879,"['oil', 'margarine']"
880,"['whole milk', 'specialty cheese']"
881,"['specialty chocolate', 'pasta', 'soda', 'long life bakery product']"
882,"['meat', 'other vegetables', 'pasta']"
883,"['citrus fruit', 'other vegetables']"
884,"['sausage', 'dog food', 'bottled beer', 'bottled water']"
885,"['beverages', 'beverages', 'sugar', 'pasta', 'domestic eggs']"
886,"['shopping bags', 'tropical fruit']"
887,"['butter', 'chocolate']"
888,"['sausage', 'frozen meals']"
889,"['soda', 'cling film/bags']"
890,"['UHT-milk', 'soft cheese']"
891,"['candy', 'soda']"
892,"['rolls/buns', 'salty snack', 'bottled water', 'shopping bags']"
893,"['dessert', 'condensed milk', 'rolls/buns', 'shopping bags']"
894,"['turkey', 'shopping bags']"
895,"['tropical fruit', 'rolls/buns']"
896,"['onions', 'soft cheese']"
897,"['grapes', 'other vegetables']"
898,"['soda', 'soda', 'canned fruit', 'processed cheese', 'soda', 'shopping bags']"
899,"['coffee', 'white bread']"
900,"['yogurt', 'canned beer']"
901,"['whipped/sour cream', 'yogurt']"
902,"['tropical fruit', 'berries']"
903,"['other vegetables', 'UHT-milk']"
904,"['frozen vegetables', 'other vegetables']"
905,"['butter', 'candy']"
906,"['chicken', 'butter']"
907,"['citrus fruit', 'skin care']"
908,"['root vegetables', 'frozen vegetables']"
909,"['tropical fruit', 'pip fruit']"
910,"['frankfurter', 'whole milk']"
911,"['dessert', 'packaged fruit/vegetables']"
912,"['margarine', 'margarine']"
913,"['beef', 'curd']"
914,"['citrus fruit', 'coffee']"
915,"['soda', 'frozen meals', 'bottled beer']"
916,"['other vegetables', 'chewing gum']"
917,"['canned beer', 'dessert', 'fruit/vegetable juice']"
918,"['chicken', 'pastry']"
919,"['pork', 'turkey', 'pot plants', 'whole milk', 'soda', 'dishes']"
920,"['grapes', 'other vegetables']"
921,"['pastry', 'liqueur']"
922,"['sausage', 'processed cheese', 'baking powder', 'specialty cheese']"
923,"['ham', 'napkins']"
924,"['white wine', 'specialty bar', 'specialty chocolate']"
925,"['soda', 'red/blush wine']"
926,"['sausage', 'coffee']"
927,"['berries', 'domestic eggs']"
928,"['sugar', 'other vegetables']"
929,"['tea', 'coffee']"
930,"['UHT-milk', 'herbs', 'butter', 'oil']"
931,"['rolls/buns', 'yogurt']"
932,"['frozen dessert', 'cream cheese ']"
933,"['yogurt', 'coffee']"
934,"['rolls/buns', 'fruit/vegetable juice', 'frozen vegetables', 'whipped/sour cream']"
935,"['hamburger meat', 'coffee']"
936,"['whole milk', 'shopping bags']"
937,"['ice cream', 'whole milk']"
938,"['sausage', 'grapes', 'sliced cheese', 'napkins']"
939,"['fruit/vegetable juice', 'berries']"
940,"['pork', 'root vegetables']"
941,"['pip fruit', 'shopping bags']"
942,"['sausage', 'curd']"
943,"['whole milk', 'domestic eggs', 'canned vegetables', 'flower (seeds)']"
944,"['rolls/buns', 'hard cheese', 'rolls/buns', 'flour']"
945,"['organic sausage', 'frozen meals', 'sugar']"
946,"['whole milk', 'onions', 'pickled vegetables']"
947,"['citrus fruit', 'other vegetables']"
948,"['frozen meals', 'bottled beer']"
949,"['tropical fruit', 'yogurt', 'semi-finished bread', 'soda']"
950,"['tropical fruit', 'white bread', 'butter']"
951,"['specialty bar', 'tropical fruit']"
952,"['bottled water', 'pastry']"
953,"['sugar', 'curd']"
954,"['sausage', 'other vegetables', 'tropical fruit', 'mayonnaise']"
955,"['other vegetables', 'whole milk', 'soda']"
956,"['pork', 'brown bread']"
957,"['UHT-milk', 'canned fish', 'root vegetables', 'waffles']"
958,"['cream cheese ', 'pip fruit', 'citrus fruit', 'chicken', 'other vegetables', 'curd', 'specialty chocolate', 'pastry']"
959,"['pork', 'yogurt']"
960,"['hamburger meat', 'other vegetables', 'domestic eggs']"
961,"['shopping bags', 'tropical fruit', 'red/blush wine']"
962,"['other vegetables', 'sliced cheese']"
963,"['butter', 'whole milk']"
964,"['oil', 'canned fish']"
965,"['whole milk', 'misc. beverages']"
966,"['white wine', 'sauces']"
967,"['other vegetables', 'margarine', 'brown bread']"
968,"['red/blush wine', 'frozen meals', 'canned fruit']"
969,"['other vegetables', 'liquor', 'whole milk', 'butter milk']"
970,"['rolls/buns', 'seasonal products']"
971,"['tropical fruit', 'root vegetables']"
972,"['other vegetables', 'whole milk', 'softener']"
973,"['citrus fruit', 'cereals']"
974,"['cake bar', 'flower soil/fertilizer']"
975,"['pork', 'napkins']"
976,"['specialty bar', 'cleaner']"
977,"['artif. sweetener', 'whole milk']"
978,"['pork', 'pastry']"
979,"['coffee', 'other vegetables', 'specialty cheese']"
980,"['dessert', 'rolls/buns']"
981,"['tidbits', 'cream cheese ']"
982,"['curd', 'hygiene articles']"
983,"['rolls/buns', 'dental care']"
984,"['root vegetables', 'butter', 'dessert']"
985,"['citrus fruit', 'pastry']"
986,"['salt', 'citrus fruit']"
987,"['other vegetables', 'whole milk']"
988,"['sausage', 'onions', 'mustard']"
989,"['frozen potato products', 'domestic eggs', 'shopping bags', 'butter milk']"
990,"['white bread', 'specialty chocolate']"
991,"['ice cream', 'butter']"
992,"['dessert', 'house keeping products']"
993,"['condensed milk', 'hard cheese']"
994,"['hard cheese', 'yogurt']"
995,"['sausage', 'whole milk', 'rolls/buns', 'bottled beer']"
996,"['whole milk', 'cream cheese ', 'semi-finished bread']"
997,"['sausage', 'rolls/buns']"
998,"['frankfurter', 'shopping bags']"
999,"['photo/film', 'whole milk', 'yogurt', 'whole milk', 'white bread', 'pot plants', 'dessert']"
1000,"['whipped/sour cream', 'other vegetables']"
1001,"['butter', 'brown bread']"
1002,"['citrus fruit', 'hamburger meat', 'photo/film']"
1003,"['meat', 'root vegetables']"
1004,"['other vegetables', 'cookware', 'canned beer', 'canned beer', 'frozen vegetables', 'butter', 'ice cream', 'bottled water']"
